Color|James Cameron|723.0|178.0|760505847.0|Avatar |3054.0|USA|PG-13|237,000,000.0|2009.0|7.9|Action
Color|Gore Verbinski|302.0|169.0|309404152.0|Pirates of the Caribbean: At World's End |1238.0|USA|PG-13|300,000,000.0|2007.0|7.1|Action
Color|Sam Mendes|602.0|148.0|200074175.0|Spectre |994.0|UK|PG-13|245,000,000.0|2015.0|6.8|Action
Color|Christopher Nolan|813.0|164.0|448130642.0|The Dark Knight Rises |2701.0|USA|PG-13|250,000,000.0|2012.0|8.5|Action
?|Doug Walker|?|?|?|Star Wars: Episode VII - The Force Awakens             |?|?|?|?|?|7.1|Documentary
Color|Andrew Stanton|462.0|132.0|73058679.0|John Carter |738.0|USA|PG-13|263,700,000.0|2012.0|6.6|Action
Color|Sam Raimi|392.0|156.0|336530303.0|Spider-Man 3 |1902.0|USA|PG-13|258,000,000.0|2007.0|6.2|Action
Color|Nathan Greno|324.0|100.0|200807262.0|Tangled |387.0|USA|PG|260,000,000.0|2010.0|7.8|Adventure
Color|Joss Whedon|635.0|141.0|458991599.0|Avengers: Age of Ultron |1117.0|USA|PG-13|250,000,000.0|2015.0|7.5|Action
Color|David Yates|375.0|153.0|301956980.0|Harry Potter and the Half-Blood Prince |973.0|UK|PG|250,000,000.0|2009.0|7.5|Adventure
Color|Zack Snyder|673.0|183.0|330249062.0|Batman v Superman: Dawn of Justice |3018.0|USA|PG-13|250,000,000.0|2016.0|6.9|Action
Color|Bryan Singer|434.0|169.0|200069408.0|Superman Returns |2367.0|USA|PG-13|209,000,000.0|2006.0|6.1|Action
Color|Marc Forster|403.0|106.0|168368427.0|Quantum of Solace |1243.0|UK|PG-13|200,000,000.0|2008.0|6.7|Action
Color|Gore Verbinski|313.0|151.0|423032628.0|Pirates of the Caribbean: Dead Man's Chest |1832.0|USA|PG-13|225,000,000.0|2006.0|7.3|Action
Color|Gore Verbinski|450.0|150.0|89289910.0|The Lone Ranger |711.0|USA|PG-13|215,000,000.0|2013.0|6.5|Action
Color|Zack Snyder|733.0|143.0|291021565.0|Man of Steel |2536.0|USA|PG-13|225,000,000.0|2013.0|7.2|Action
Color|Andrew Adamson|258.0|150.0|141614023.0|The Chronicles of Narnia: Prince Caspian |438.0|USA|PG|225,000,000.0|2008.0|6.6|Action
Color|Joss Whedon|703.0|173.0|623279547.0|The Avengers |1722.0|USA|PG-13|220,000,000.0|2012.0|8.1|Action
Color|Rob Marshall|448.0|136.0|241063875.0|Pirates of the Caribbean: On Stranger Tides |484.0|USA|PG-13|250,000,000.0|2011.0|6.7|Action
Color|Barry Sonnenfeld|451.0|106.0|179020854.0|Men in Black 3 |341.0|USA|PG-13|225,000,000.0|2012.0|6.8|Action
Color|Peter Jackson|422.0|164.0|255108370.0|The Hobbit: The Battle of the Five Armies |802.0|New Zealand|PG-13|250,000,000.0|2014.0|7.5|Adventure
Color|Marc Webb|599.0|153.0|262030663.0|The Amazing Spider-Man |1225.0|USA|PG-13|230,000,000.0|2012.0|7.0|Action
Color|Ridley Scott|343.0|156.0|105219735.0|Robin Hood |546.0|USA|PG-13|200,000,000.0|2010.0|6.7|Action
Color|Peter Jackson|509.0|186.0|258355354.0|The Hobbit: The Desolation of Smaug |951.0|USA|PG-13|225,000,000.0|2013.0|7.9|Adventure
Color|Chris Weitz|251.0|113.0|70083519.0|The Golden Compass |666.0|USA|PG-13|180,000,000.0|2007.0|6.1|Adventure
Color|Peter Jackson|446.0|201.0|218051260.0|King Kong |2618.0|New Zealand|PG-13|207,000,000.0|2005.0|7.2|Action
Color|James Cameron|315.0|194.0|658672302.0|Titanic |2528.0|USA|PG-13|200,000,000.0|1997.0|7.7|Drama
Color|Anthony Russo|516.0|147.0|407197282.0|Captain America: Civil War |1022.0|USA|PG-13|250,000,000.0|2016.0|8.2|Action
Color|Peter Berg|377.0|131.0|65173160.0|Battleship |751.0|USA|PG-13|209,000,000.0|2012.0|5.9|Action
Color|Colin Trevorrow|644.0|124.0|652177271.0|Jurassic World |1290.0|USA|PG-13|150,000,000.0|2015.0|7.0|Action
Color|Sam Mendes|750.0|143.0|304360277.0|Skyfall |1498.0|UK|PG-13|200,000,000.0|2012.0|7.8|Action
Color|Sam Raimi|300.0|135.0|373377893.0|Spider-Man 2 |1303.0|USA|PG-13|200,000,000.0|2004.0|7.3|Action
Color|Shane Black|608.0|195.0|408992272.0|Iron Man 3 |1187.0|USA|PG-13|200,000,000.0|2013.0|7.2|Action
Color|Tim Burton|451.0|108.0|334185206.0|Alice in Wonderland |736.0|USA|PG|200,000,000.0|2010.0|6.5|Adventure
Color|Brett Ratner|334.0|104.0|234360014.0|X-Men: The Last Stand |1912.0|Canada|PG-13|210,000,000.0|2006.0|6.8|Action
Color|Dan Scanlon|376.0|104.0|268488329.0|Monsters University |265.0|USA|G|200,000,000.0|2013.0|7.3|Adventure
Color|Michael Bay|366.0|150.0|402076689.0|Transformers: Revenge of the Fallen |1439.0|USA|PG-13|200,000,000.0|2009.0|6.0|Action
Color|Michael Bay|378.0|165.0|245428137.0|Transformers: Age of Extinction |918.0|USA|PG-13|210,000,000.0|2014.0|5.7|Action
Color|Sam Raimi|525.0|130.0|234903076.0|Oz the Great and Powerful |511.0|USA|PG|215,000,000.0|2013.0|6.4|Adventure
Color|Marc Webb|495.0|142.0|202853933.0|The Amazing Spider-Man 2 |1067.0|USA|PG-13|200,000,000.0|2014.0|6.7|Action
Color|Joseph Kosinski|469.0|125.0|172051787.0|TRON: Legacy |665.0|USA|PG|170,000,000.0|2010.0|6.8|Action
Color|John Lasseter|304.0|106.0|191450875.0|Cars 2 |283.0|USA|G|200,000,000.0|2011.0|6.3|Adventure
Color|Martin Campbell|436.0|123.0|116593191.0|Green Lantern |550.0|USA|PG-13|200,000,000.0|2011.0|5.6|Action
Color|Lee Unkrich|453.0|103.0|414984497.0|Toy Story 3 |733.0|USA|G|200,000,000.0|2010.0|8.3|Adventure
Color|McG|422.0|118.0|125320003.0|Terminator Salvation |974.0|USA|PG-13|200,000,000.0|2009.0|6.6|Action
Color|James Wan|424.0|140.0|350034110.0|Furious 7 |657.0|USA|PG-13|190,000,000.0|2015.0|7.2|Action
Color|Marc Forster|654.0|123.0|202351611.0|World War Z |995.0|USA|PG-13|190,000,000.0|2013.0|7.0|Action
Color|Bryan Singer|539.0|149.0|233914986.0|X-Men: Days of Future Past |752.0|USA|PG-13|200,000,000.0|2014.0|8.0|Action
Color|J.J. Abrams|590.0|132.0|228756232.0|Star Trek Into Darkness |1171.0|USA|PG-13|190,000,000.0|2013.0|7.8|Action
Color|Bryan Singer|338.0|114.0|65171860.0|Jack the Giant Slayer |205.0|USA|PG-13|195,000,000.0|2013.0|6.3|Adventure
Color|Baz Luhrmann|490.0|143.0|144812796.0|The Great Gatsby |753.0|Australia|PG-13|105,000,000.0|2013.0|7.3|Drama
Color|Mike Newell|306.0|116.0|90755643.0|Prince of Persia: The Sands of Time |453.0|USA|PG-13|200,000,000.0|2010.0|6.6|Action
Color|Guillermo del Toro|575.0|131.0|101785482.0|Pacific Rim |1106.0|USA|PG-13|190,000,000.0|2013.0|7.0|Action
Color|Michael Bay|428.0|154.0|352358779.0|Transformers: Dark of the Moon |899.0|USA|PG-13|195,000,000.0|2011.0|6.3|Action
Color|Steven Spielberg|470.0|122.0|317011114.0|Indiana Jones and the Kingdom of the Crystal Skull |2054.0|USA|PG-13|185,000,000.0|2008.0|6.2|Action
Color|Peter Sohn|298.0|93.0|123070338.0|The Good Dinosaur |345.0|USA|PG|?|2015.0|6.8|Adventure
Color|Mark Andrews|488.0|93.0|237282182.0|Brave |428.0|USA|PG|185,000,000.0|2012.0|7.2|Adventure
Color|Justin Lin|322.0|122.0|130468626.0|Star Trek Beyond |432.0|USA|PG-13|185,000,000.0|2016.0|7.5|Action
Color|Andrew Stanton|421.0|98.0|223806889.0|WALL·E |1043.0|USA|G|180,000,000.0|2008.0|8.4|Adventure
Color|Brett Ratner|162.0|91.0|140080850.0|Rush Hour 3 |221.0|USA|PG-13|140,000,000.0|2007.0|6.2|Action
Color|Roland Emmerich|367.0|158.0|166112167.0|2012 |1055.0|USA|PG-13|200,000,000.0|2009.0|5.8|Action
Color|Robert Zemeckis|240.0|96.0|137850096.0|A Christmas Carol |249.0|USA|PG|200,000,000.0|2009.0|6.8|Animation
Color|Lana Wachowski|384.0|127.0|47375327.0|Jupiter Ascending |720.0|USA|PG-13|176,000,000.0|2015.0|5.4|Action
Color|David Yates|248.0|110.0|124051759.0|The Legend of Tarzan |239.0|USA|PG-13|180,000,000.0|2016.0|6.6|Action
Color|Andrew Adamson|284.0|150.0|291709845.0|The Chronicles of Narnia: The Lion, the Witch and the Wardrobe |1463.0|USA|PG|180,000,000.0|2005.0|6.9|Adventure
Color|Bryan Singer|396.0|144.0|154985087.0|X-Men: Apocalypse |622.0|USA|PG-13|178,000,000.0|2016.0|7.3|Action
Color|Christopher Nolan|645.0|152.0|533316061.0|The Dark Knight |4667.0|USA|PG-13|185,000,000.0|2008.0|9.0|Action
Color|Pete Docter|408.0|96.0|292979556.0|Up |704.0|USA|PG|175,000,000.0|2009.0|8.3|Adventure
Color|Rob Letterman|219.0|94.0|198332128.0|Monsters vs. Aliens |187.0|USA|PG|175,000,000.0|2009.0|6.5|Action
Color|Jon Favreau|486.0|126.0|318298180.0|Iron Man |1055.0|USA|PG-13|140,000,000.0|2008.0|7.9|Action
Color|Martin Scorsese|682.0|126.0|73820094.0|Hugo |678.0|USA|PG|170,000,000.0|2011.0|7.5|Adventure
Color|Barry Sonnenfeld|85.0|106.0|113745408.0|Wild Wild West |648.0|USA|PG-13|170,000,000.0|1999.0|4.8|Action
Color|Rob Cohen|264.0|112.0|102176165.0|The Mummy: Tomb of the Dragon Emperor |501.0|USA|PG-13|145,000,000.0|2008.0|5.2|Action
Color|David Ayer|418.0|123.0|161087183.0|Suicide Squad |971.0|USA|PG-13|175,000,000.0|2016.0|6.9|Action
Color|Tom Shadyac|186.0|96.0|100289690.0|Evan Almighty |257.0|USA|PG|175,000,000.0|2007.0|5.4|Comedy
Color|Doug Liman|585.0|113.0|100189501.0|Edge of Tomorrow |741.0|USA|PG-13|178,000,000.0|2014.0|7.9|Action
Color|Kevin Reynolds|91.0|176.0|88246220.0|Waterworld |309.0|USA|PG-13|175,000,000.0|1995.0|6.1|Action
Color|Stephen Sommers|250.0|118.0|150167630.0|G.I. Joe: The Rise of Cobra |534.0|USA|PG-13|175,000,000.0|2009.0|5.8|Action
Color|Pete Docter|536.0|95.0|356454367.0|Inside Out |773.0|USA|PG|175,000,000.0|2015.0|8.3|Adventure
Color|Jon Favreau|370.0|106.0|362645141.0|The Jungle Book |398.0|UK|PG|175,000,000.0|2016.0|7.8|Adventure
Color|Jon Favreau|453.0|124.0|312057433.0|Iron Man 2 |723.0|USA|PG-13|200,000,000.0|2010.0|7.0|Action
Color|Rupert Sanders|416.0|132.0|155111815.0|Snow White and the Huntsman |710.0|USA|PG-13|170,000,000.0|2012.0|6.1|Action
Color|Robert Stromberg|401.0|97.0|241407328.0|Maleficent |634.0|USA|PG|180,000,000.0|2014.0|7.0|Action
Color|Matt Reeves|521.0|130.0|208543795.0|Dawn of the Planet of the Apes |620.0|USA|PG-13|170,000,000.0|2014.0|7.6|Action
Color|Roland Joffé|10.0|109.0|?|The Lovers |15.0|Belgium|R|?|2015.0|4.5|Action
Color|Carl Rinsch|218.0|128.0|38297305.0|47 Ronin |324.0|USA|PG-13|175,000,000.0|2013.0|6.3|Action
Color|Anthony Russo|576.0|136.0|259746958.0|Captain America: The Winter Soldier |742.0|USA|PG-13|170,000,000.0|2014.0|7.8|Action
Color|Mike Mitchell|226.0|93.0|238371987.0|Shrek Forever After |173.0|USA|PG|165,000,000.0|2010.0|6.4|Adventure
Color|Brad Bird|443.0|130.0|93417865.0|Tomorrowland |497.0|USA|PG|190,000,000.0|2015.0|6.5|Action
Color|Don Hall|384.0|102.0|222487711.0|Big Hero 6 |433.0|USA|PG|165,000,000.0|2014.0|7.9|Action
Color|Rich Moore|377.0|101.0|189412677.0|Wreck-It Ralph |345.0|USA|PG|165,000,000.0|2012.0|7.8|Adventure
Color|Robert Zemeckis|188.0|100.0|665426.0|The Polar Express |444.0|USA|G|165,000,000.0|2004.0|6.6|Adventure
Color|Roland Emmerich|286.0|120.0|102315545.0|Independence Day: Resurgence |520.0|USA|PG-13|165,000,000.0|2016.0|5.5|Action
Color|Dean DeBlois|288.0|98.0|217387997.0|How to Train Your Dragon |492.0|USA|PG|165,000,000.0|2010.0|8.2|Adventure
Color|Jonathan Mostow|280.0|109.0|150350192.0|Terminator 3: Rise of the Machines |1676.0|USA|R|200,000,000.0|2003.0|6.4|Action
Color|James Gunn|653.0|121.0|333130696.0|Guardians of the Galaxy |1097.0|USA|PG-13|170,000,000.0|2014.0|8.1|Action
Color|Christopher Nolan|712.0|169.0|187991439.0|Interstellar |2725.0|USA|PG-13|165,000,000.0|2014.0|8.6|Adventure
Color|Christopher Nolan|642.0|148.0|292568851.0|Inception |2803.0|USA|PG-13|160,000,000.0|2010.0|8.8|Action
Color|Hideaki Anno|1.0|120.0|?|Godzilla Resurgence |13.0|Japan|?|?|2016.0|8.2|Action
Color|Peter Jackson|645.0|182.0|303001229.0|The Hobbit: An Unexpected Journey |1367.0|USA|PG-13|180,000,000.0|2012.0|7.9|Adventure
